Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,-9999
1838,Alberto Moreno,es ESP,MFDF,Villarreal,es La Liga,29,1992,13.6,0.22,0.00,0.00,1.47,1.54,0.44,3.46,1.99,0.51,0.00,0.15,0.00,4.78,0.51,0.74,41.2,Matches,11b9265b
1839,Álex Moreno,es ESP,DF,Betis,es La Liga,28,1993,26.7,0.11,0.04,0.00,1.24,1.42,0.11,3.15,1.27,1.50,0.04,0.00,0.00,5.43,0.90,1.27,41.4,Matches,16e9d0ea
1840,Gerard Moreno,es ESP,FW,Villarreal,es La Liga,29,1992,13.2,0.15,0.00,0.00,0.83,1.06,0.61,0.91,0.45,0.15,0.08,0.00,0.00,2.50,1.36,1.36,50.0,Matches,81f0781e
1841,Tete Morente,es ESP,MF,Elche,es La Liga,24,1996,18.1,0.22,0.00,0.00,1.77,1.22,0.44,4.09,0.66,0.77,0.00,0.00,0.00,4.97,1.22,1.16,51.2,Matches,004d185e
1842,Ilaix Moriba,gn GUI,MF,Valencia,es La Liga,18,2003,9.1,0.99,0.11,0.11,2.31,2.75,0.00,0.33,1.32,1.98,0.00,0.00,0.00,5.60,1.54,2.31,40.0,Matches,f4c69aa6
1843,Ilaix Moriba,gn GUI,MF,RB Leipzig,de Bundesliga,18,2003,0.4,0.00,0.00,0.00,2.50,7.50,0.00,0.00,2.50,0.00,0.00,0.00,0.00,10.0,0.00,5.00,0.0,Matches,f4c69aa6
1844,Manu Morlanes,es ESP,MF,Espanyol,es La Liga,22,1999,12.7,0.47,0.08,0.00,1.02,0.87,0.00,0.47,1.02,1.18,0.00,0.00,0.00,6.14,1.34,1.89,41.5,Matches,a0255c67
1845,Raúl Moro,es ESP,FW,Lazio,it Serie A,18,2002,2.2,0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,1.36,0.00,0.00,0.00,2.73,0.00,0.00,,Matches,919dd4b1
1846,Loren Morón,es ESP,FWMF,Espanyol,es La Liga,27,1993,6.3,0.00,0.00,0.00,1.59,2.38,1.11,0.79,0.32,0.63,0.00,0.00,0.00,2.38,3.02,4.60,39.6,Matches,3aa4a3be
1847,Loren Morón,es ESP,FW,Betis,es La Liga,27,1993,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,Matches,3aa4a3be
1848,Tyler Morton,eng ENG,MF,Liverpool,eng Premier League,18,2002,0.7,1.43,0.00,0.00,1.43,0.00,0.00,0.00,4.29,0.00,0.00,0.00,0.00,7.14,2.86,4.29,40.0,Matches,2bc28bb9
1849,Cristhian Mosquera,co COL,DF,Valencia,es La Liga,17,2004,2.4,0.42,0.00,0.00,1.67,0.00,0.00,0.00,1.25,0.83,0.00,0.00,0.00,5.00,0.42,1.25,25.0,Matches,dc1ce4f5
1850,Lebo Mothiba,za RSA,FWMF,Troyes,fr Ligue 1,25,1996,5.8,0.17,0.00,0.00,1.72,2.76,0.69,0.17,0.34,0.69,0.17,0.00,0.00,2.59,1.38,2.24,38.1,Matches,3eaf8817
1851,Lebo Mothiba,za RSA,FW,Strasbourg,fr Ligue 1,25,1996,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches,3eaf8817
1852,Andrei Motoc,ro ROU,DF,Salernitana,it Serie A,19,2002,1.0,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,4.00,0.00,1.00,0.0,Matches,b64073a0
1853,Baptiste Mouazan,fr FRA,MF,Lorient,fr Ligue 1,19,2001,1.1,0.00,0.00,0.00,2.73,0.00,0.00,1.82,0.91,2.73,0.00,0.00,0.00,4.55,0.00,1.82,0.0,Matches,81ac108d
1854,Aimen Moueffek,fr FRA,MF,Saint-Étienne,fr Ligue 1,20,2001,4.8,0.21,0.00,0.00,1.04,1.67,0.00,0.63,0.42,0.83,0.00,0.00,0.00,8.33,1.67,2.08,44.4,Matches,2591b066
1855,Youssoufa Moukoko,de GER,FWMF,Dortmund,de Bundesliga,16,2004,2.5,0.40,0.00,0.00,2.00,2.00,2.00,0.00,1.20,0.00,0.00,0.00,0.00,2.40,0.00,1.20,0.0,Matches,6ce43701
1856,Harold Moukoudi,cm CMR,DF,Saint-Étienne,fr Ligue 1,23,1997,18.5,0.16,0.00,0.00,0.76,0.27,0.00,0.00,1.89,0.65,0.00,0.00,0.00,4.86,1.51,0.92,62.2,Matches,5f26e0c5
1857,Jessy Moulin,fr FRA,GK,Troyes,fr Ligue 1,35,1986,7.0,0.43,0.14,0.14,0.14,0.29,0.00,0.00,0.14,0.00,0.00,0.00,0.00,1.14,0.14,0.14,50.0,Matches,28a65a2c
1858,Steve Mounié,bj BEN,FW,Brest,fr Ligue 1,26,1994,25.7,0.08,0.00,0.00,1.67,1.09,0.39,0.39,0.23,0.23,0.00,0.00,0.00,2.53,8.68,4.67,65.0,Matches,19ba6c6d
1859,Mason Mount,eng ENG,MF,Chelsea,eng Premier League,22,1999,26.3,0.15,0.00,0.00,1.14,0.87,0.19,5.82,0.49,0.61,0.00,0.00,0.00,4.07,0.23,1.18,16.2,Matches,9674002f
1860,Lucas Moura,br BRA,MFFW,Tottenham,eng Premier League,28,1992,19.7,0.20,0.00,0.00,1.02,1.88,0.15,1.68,0.91,0.51,0.00,0.00,0.00,4.82,2.44,1.62,60.0,Matches,2b622f01
1861,Lys Mousset,fr FRA,MFFW,Salernitana,it Serie A,25,1996,1.8,1.11,0.00,0.00,2.22,1.11,0.56,0.00,0.00,0.00,0.00,0.56,0.00,2.78,0.00,2.78,0.0,Matches,d9cfca3d
1862,João Moutinho,pt POR,MF,Wolves,eng Premier League,34,1986,33.0,0.12,0.00,0.00,1.09,0.45,0.00,3.27,1.03,1.18,0.00,0.03,0.00,7.70,0.45,0.70,39.5,Matches,f5a00fa4
1863,Samuel Moutoussamy,cd COD,MF,Nantes,fr Ligue 1,24,1996,16.8,0.30,0.00,0.00,1.96,0.65,0.00,0.36,1.01,1.90,0.00,0.00,0.00,5.83,0.60,1.37,30.3,Matches,af0c835b
1864,Toni Moya,es ESP,MF,Alavés,es La Liga,23,1998,15.4,0.13,0.00,0.00,1.75,0.65,0.00,5.26,1.30,0.65,0.00,0.06,0.00,6.43,0.65,1.30,33.3,Matches,9e098912
1865,Samuel Mráz,sk SVK,FW,Spezia,it Serie A,24,1997,0.6,0.00,0.00,0.00,3.33,0.00,1.67,0.00,0.00,0.00,0.00,0.00,0.00,6.67,3.33,5.00,40.0,Matches,be6c1ccc
1866,Nordi Mukiele,fr FRA,DFFW,RB Leipzig,de Bundesliga,23,1997,20.5,0.15,0.00,0.00,0.93,1.22,0.39,1.66,1.51,1.07,0.05,0.05,0.00,6.10,2.29,1.12,67.1,Matches,ac73ec79
1867,Mert Müldür,tr TUR,DF,Sassuolo,it Serie A,22,1999,22.7,0.22,0.00,0.00,1.06,0.66,0.00,1.76,1.06,1.54,0.00,0.00,0.00,5.15,0.40,0.88,31.0,Matches,1295552e
1868,Florian Müller,de GER,GK,Stuttgart,de Bundesliga,23,1997,30.0,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.23,0.00,100.0,Matches,cbac6ec9
1869,Thomas Müller,de GER,MF,Bayern Munich,de Bundesliga,31,1989,28.4,0.00,0.00,0.00,0.39,0.77,0.42,3.13,0.53,0.70,0.00,0.00,0.04,3.31,1.09,1.97,35.6,Matches,3c6089ab
1870,Bali Mumba,eng ENG,DF,Norwich City,eng Premier League,19,2001,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,4.00,0.00,2.00,0.0,Matches,2d760d7b
1871,Marshall Munetsi,zw ZIM,MFDF,Reims,fr Ligue 1,25,1996,20.9,0.33,0.00,0.00,1.87,1.00,0.10,0.19,2.06,0.81,0.05,0.00,0.00,5.07,2.82,1.58,64.1,Matches,2acf0cd7
1872,Iker Muniain,es ESP,MF,Athletic Club,es La Liga,28,1992,30.9,0.10,0.00,0.00,0.49,2.62,0.16,5.60,0.55,0.32,0.06,0.00,0.00,5.15,0.16,0.29,35.7,Matches,c05dfb74
1873,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,23,1997,14.9,0.27,0.07,0.07,1.81,0.94,0.00,2.62,1.14,1.14,0.00,0.00,0.00,5.37,1.68,1.48,53.2,Matches,228b0d9d
1874,Luis Muriel,co COL,FWMF,Atalanta,it Serie A,30,1991,17.1,0.06,0.00,0.00,0.82,1.58,0.41,4.39,0.23,0.23,0.00,0.00,0.00,3.80,1.75,1.87,48.4,Matches,eb2fe5b6
1875,Jeison Murillo,co COL,DF,Celta Vigo,es La Liga,29,1992,12.4,0.40,0.08,0.00,1.05,1.05,0.00,0.08,1.37,0.81,0.00,0.08,0.00,4.92,2.50,2.66,48.4,Matches,b233e8e4
1876,Vedat Muriqi,xk KVX,FW,Lazio,it Serie A,27,1994,2.4,0.42,0.00,0.00,2.08,3.75,0.42,0.00,0.00,0.00,0.42,0.00,0.00,2.50,4.58,5.83,44.0,Matches,0cadc46d
1877,Vedat Muriqi,xk KVX,FW,Mallorca,es La Liga,27,1994,16.0,0.38,0.00,0.00,1.69,1.00,0.44,0.44,0.38,0.19,0.00,0.00,0.00,2.63,7.25,6.13,54.2,Matches,0cadc46d
1878,Jacob Murphy,eng ENG,FWDF,Newcastle Utd,eng Premier League,26,1995,16.4,0.24,0.00,0.00,0.98,0.85,0.12,3.29,1.40,1.59,0.00,0.06,0.00,5.98,0.85,2.01,29.8,Matches,de112b84
1879,Nicola Murru,it ITA,DF,Sampdoria,it Serie A,26,1994,10.9,0.46,0.00,0.00,2.02,0.55,0.18,2.11,0.64,1.56,0.00,0.09,0.00,5.14,1.01,0.64,61.1,Matches,d183e9d6
1880,Yunus Musah,us USA,MFFW,Valencia,es La Liga,18,2002,14.0,0.36,0.00,0.00,1.71,1.14,0.00,2.07,1.00,0.93,0.00,0.07,0.00,3.57,1.14,1.50,43.2,Matches,b51b1b9c
1881,Torben Müsel,de GER,MF,M'Gladbach,de Bundesliga,22,1999,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,,Matches,d01b9ad6
1882,Jamal Musiala,de GER,MF,Bayern Munich,de Bundesliga,18,2003,16.3,0.12,0.00,0.00,1.04,1.23,0.12,0.31,1.17,1.60,0.00,0.00,0.00,7.06,0.31,0.80,27.8,Matches,2c0558b8
1883,Juan Musso,ar ARG,GK,Atalanta,it Serie A,27,1994,32.6,0.03,0.03,0.00,0.09,0.03,0.00,0.00,0.00,0.03,0.00,0.03,0.00,0.80,0.18,0.00,100.0,Matches,a111cf41
1884,Shkodran Mustafi,de GER,DF,Levante,es La Liga,29,1992,7.3,0.14,0.00,0.00,0.41,0.55,0.41,0.00,2.05,0.82,0.00,0.00,0.00,3.70,3.29,0.96,77.4,Matches,3f2d59fe
1885,Junior Mwanga,fr FRA,DF,Bordeaux,fr Ligue 1,18,2003,1.0,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,0.00,6.00,0.00,1.00,0.0,Matches,ee158be5
1886,Enock Mwepu,zm ZAM,MF,Brighton,eng Premier League,23,1998,11.1,0.18,0.00,0.00,1.62,1.35,0.18,0.63,1.08,1.08,0.09,0.09,0.00,6.31,0.81,2.61,23.7,Matches,1d5cab82
1887,Vitaliy Mykolenko,ua UKR,DF,Everton,eng Premier League,22,1999,11.7,0.00,0.00,0.00,1.11,0.77,0.00,3.50,1.37,1.28,0.09,0.00,0.00,5.47,0.85,1.03,45.5,Matches,30d4a2e5
1888,Joakim Mæhle,dk DEN,DFMF,Atalanta,it Serie A,24,1997,16.3,0.12,0.00,0.00,0.61,1.53,0.06,1.66,0.86,0.67,0.00,0.06,0.00,7.73,0.67,0.86,44.0,Matches,c459a650
1889,Obite N'Dicka,fr FRA,DF,Eint Frankfurt,de Bundesliga,21,1999,31.7,0.09,0.00,0.00,1.32,0.44,0.13,0.38,1.51,1.07,0.00,0.03,0.03,6.66,3.53,2.08,62.9,Matches,441197b8
1890,Kévin N'Doram,fr FRA,MF,Metz,fr Ligue 1,25,1996,13.7,0.36,0.00,0.00,1.61,0.95,0.00,0.15,1.39,0.58,0.00,0.00,0.00,4.82,1.09,0.80,57.7,Matches,e50623a0
1891,Eric N'Jo,fr FRA,DF,Troyes,fr Ligue 1,17,2004,1.1,0.00,0.00,0.00,2.73,0.00,0.00,0.00,1.82,0.00,0.00,0.00,0.00,3.64,0.91,3.64,20.0,Matches,b85e57bb
1892,Vital N'Simba,cd COD,DF,Clermont Foot,fr Ligue 1,28,1993,31.0,0.13,0.00,0.00,0.90,1.58,0.00,3.58,0.94,1.45,0.00,0.00,0.00,7.77,0.45,0.68,40.0,Matches,249ac66d
1893,Nacho,es ESP,DF,Real Madrid,es La Liga,31,1990,17.3,0.40,0.00,0.00,0.87,0.75,0.00,0.64,1.97,0.81,0.00,0.00,0.00,5.49,1.62,1.10,59.6,Matches,2946f9a1
1894,Mickael Nade,fr FRA,DF,Saint-Étienne,fr Ligue 1,22,1999,28.5,0.14,0.00,0.00,1.54,1.09,0.04,0.00,2.11,1.23,0.00,0.04,0.00,6.18,2.35,1.16,67.0,Matches,a6b6fa6e
1895,Marvelous Nakamba,zw ZIM,MF,Aston Villa,eng Premier League,27,1994,10.0,0.50,0.00,0.00,1.60,0.90,0.00,0.10,1.20,1.90,0.00,0.00,0.00,8.20,1.00,1.20,45.5,Matches,de5b5570
1896,Nahitan Nández,uy URU,MFDF,Cagliari,it Serie A,25,1995,16.9,0.24,0.00,0.00,1.60,1.95,0.71,3.85,0.53,1.24,0.00,0.00,0.00,5.09,2.60,2.90,47.3,Matches,95facda1
1897,Nani,pt POR,MFFW,Venezia,it Serie A,34,1986,3.2,0.31,0.00,0.00,0.63,2.50,0.00,4.38,0.63,0.31,0.00,0.00,0.00,6.25,1.56,0.94,62.5,Matches,15e9c7e6
1898,Paul Nardi,fr FRA,GK,Lorient,fr Ligue 1,27,1994,22.0,0.05,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.64,0.14,0.05,75.0,Matches,2d70dbe5
1899,Nikolas Nartey,dk DEN,MFDF,Stuttgart,de Bundesliga,21,2000,4.5,0.22,0.00,0.00,2.44,1.11,0.22,1.33,1.56,0.67,0.00,0.00,0.00,5.11,2.22,0.44,83.3,Matches,30261ba1
1900,Matija Nastasić,rs SRB,DF,Fiorentina,it Serie A,28,1993,2.4,0.42,0.00,0.00,0.83,0.00,0.00,0.00,2.08,0.42,0.00,0.00,0.00,5.42,1.25,0.42,75.0,Matches,f35430a4
1901,Roberto Navarro,es ESP,MFFW,Real Sociedad,es La Liga,19,2002,2.2,0.00,0.00,0.00,1.36,0.91,0.45,0.91,0.91,1.36,0.00,0.00,0.00,6.82,0.45,2.73,14.3,Matches,c997b942
1902,Ximo Navarro,es ESP,DF,Alavés,es La Liga,31,1990,15.0,0.27,0.07,0.00,1.07,1.67,0.13,1.93,1.47,1.27,0.00,0.13,0.00,5.27,0.60,1.53,28.1,Matches,8db394aa
1903,Jesús Navas,es ESP,DF,Sevilla,es La Liga,35,1985,19.8,0.20,0.00,0.00,0.25,0.51,0.10,5.66,0.86,0.66,0.00,0.00,0.00,5.35,0.66,0.96,40.6,Matches,3f10bd22
1904,Keylor Navas,cr CRC,GK,Paris S-G,fr Ligue 1,34,1986,20.6,0.00,0.05,0.00,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.75,0.10,0.00,100.0,Matches,ecada4fc
1905,Papa Ndiaga Yade,sn SEN,DFFW,Metz,fr Ligue 1,21,2000,7.7,0.39,0.00,0.00,1.04,0.91,0.00,4.03,1.30,1.30,0.00,0.00,0.00,7.01,0.39,0.65,37.5,Matches,87e9c7cd
1906,Loum Ndiaye,sn SEN,MF,Alavés,es La Liga,24,1996,25.7,0.39,0.00,0.00,1.95,0.86,0.04,0.16,1.44,0.86,0.00,0.00,0.00,6.23,3.89,1.63,70.4,Matches,bcfc4473
1907,Wilfred Ndidi,ng NGA,MFDF,Leicester City,eng Premier League,24,1996,18.0,0.22,0.00,0.00,1.67,1.22,0.06,0.06,2.33,1.78,0.00,0.11,0.00,9.17,2.33,1.78,56.8,Matches,6b47c5db
1908,Tanguy Ndombele,fr FRA,MF,Tottenham,eng Premier League,24,1996,5.4,0.19,0.00,0.00,0.56,1.67,0.00,0.56,0.19,1.30,0.00,0.00,0.00,5.00,0.37,0.19,66.7,Matches,5cdddffa
1909,Tanguy Ndombele,fr FRA,MF,Lyon,fr Ligue 1,24,1996,7.8,0.38,0.00,0.00,1.67,2.44,0.00,0.26,0.38,1.79,0.00,0.00,0.00,5.26,0.77,0.51,60.0,Matches,5cdddffa
1910,Dan Ndoye,ch SUI,FWMF,Nice,fr Ligue 1,20,2000,2.3,0.00,0.00,0.00,1.30,0.87,0.43,0.43,0.00,0.00,0.00,0.00,0.00,3.91,0.87,3.48,20.0,Matches,8e697a8f
1911,Paul Nebel,de GER,MFFW,Mainz 05,de Bundesliga,18,2002,2.5,1.20,0.00,0.00,3.20,1.20,0.40,4.00,0.00,1.20,0.00,0.00,0.00,7.20,0.00,3.60,0.0,Matches,1b6d8083
1912,Álvaro Negredo,es ESP,FW,Cádiz,es La Liga,35,1985,24.0,0.13,0.00,0.00,0.67,1.42,0.46,0.63,0.08,0.13,0.04,0.04,0.00,1.67,4.75,4.63,50.7,Matches,63b0ca6b
1913,Reiss Nelson,eng ENG,MF,Arsenal,eng Premier League,21,1999,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,,Matches,c5bdb6e3
1914,David Nemeth,at AUT,DF,Mainz 05,de Bundesliga,20,2001,3.5,0.00,0.00,0.00,0.29,0.29,0.00,0.00,1.71,0.57,0.00,0.00,0.00,4.57,2.86,2.00,58.8,Matches,da76715c
1915,Ilija Nestorovski,mk MKD,FW,Udinese,it Serie A,31,1990,2.1,0.48,0.00,0.00,1.43,3.33,0.95,0.95,0.00,0.00,0.00,0.00,0.00,1.90,1.43,3.81,27.3,Matches,b1236c63
1916,Neto,br BRA,GK,Barcelona,es La Liga,32,1989,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.33,0.00,0.00,,Matches,a9dc785c
1917,Pedro Neto,pt POR,MFFW,Wolves,eng Premier League,21,2000,5.2,0.58,0.00,0.00,0.38,1.15,0.19,7.12,1.15,0.77,0.00,0.00,0.00,4.04,0.58,1.15,33.3,Matches,7ba2eaa9
1918,Luca Netz,de GER,DF,M'Gladbach,de Bundesliga,18,2003,15.5,0.06,0.00,0.00,0.45,0.71,0.13,2.26,0.84,0.71,0.00,0.00,0.00,5.03,0.45,0.84,35.0,Matches,e79269bd
1919,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,35,1986,27.9,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.04,0.00,0.00,0.00,3.05,0.18,0.07,71.4,Matches,8778c910
1920,Florian Neuhaus,de GER,MF,M'Gladbach,de Bundesliga,24,1997,23.6,0.08,0.00,0.00,0.76,1.36,0.00,0.59,1.31,1.19,0.00,0.00,0.00,5.85,0.47,0.34,57.9,Matches,36a59ba4
1921,Carlos Neva,es ESP,DF,Granada,es La Liga,25,1996,23.4,0.04,0.00,0.00,0.34,0.94,0.00,3.59,1.37,0.81,0.00,0.00,0.00,4.74,0.85,1.32,39.2,Matches,8d47bb39
1922,Rúben Neves,pt POR,MF,Wolves,eng Premier League,24,1997,29.6,0.30,0.00,0.00,0.84,0.41,0.03,1.49,1.39,1.25,0.00,0.00,0.00,8.21,0.64,0.88,42.2,Matches,44bfb6c5
1923,Neymar,br BRA,FWMF,Paris S-G,fr Ligue 1,29,1992,20.6,0.49,0.00,0.00,1.50,3.40,0.53,3.11,0.19,0.92,0.05,0.00,0.00,4.08,0.24,0.19,55.6,Matches,69384e5d
1924,Yvan Neyou,cm CMR,MF,Saint-Étienne,fr Ligue 1,24,1997,10.4,0.38,0.10,0.10,1.63,1.92,0.00,0.38,2.21,1.25,0.00,0.00,0.00,7.60,0.58,0.77,42.9,Matches,0ad37003
1925,Jeremy Ngakia,eng ENG,DF,Watford,eng Premier League,20,2000,10.0,0.00,0.00,0.00,1.00,0.60,0.00,2.50,1.20,1.80,0.00,0.00,0.00,5.60,1.60,1.80,47.1,Matches,3631ad41
1926,Jessic Ngankam,de GER,FW,Greuther Fürth,de Bundesliga,21,2000,3.8,0.00,0.00,0.00,3.16,1.32,0.26,0.00,0.00,0.26,0.00,0.00,0.00,2.63,1.84,2.63,41.2,Matches,bc249af8
1927,Opa Nguette,sn SEN,FWMF,Metz,fr Ligue 1,27,1994,11.6,0.09,0.00,0.00,1.03,2.07,0.34,0.43,0.17,1.21,0.00,0.00,0.00,4.05,1.81,2.16,45.7,Matches,75a63397
1928,Aurélien Nguiamba,fr FRA,MF,Spezia,it Serie A,22,1999,0.6,1.67,0.00,0.00,1.67,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,10.0,0.00,5.00,0.0,Matches,de135234
1929,Sikou Niakaté,fr FRA,DF,Metz,fr Ligue 1,22,1999,7.3,0.27,0.00,0.00,1.37,0.68,0.00,0.14,3.70,0.96,0.00,0.00,0.14,6.85,1.51,0.68,68.8,Matches,8eef18aa
1930,Moussa Niakhate,fr FRA,DF,Mainz 05,de Bundesliga,25,1996,28.5,0.04,0.00,0.00,1.05,0.81,0.11,0.56,1.75,0.81,0.00,0.04,0.00,7.26,1.96,0.95,67.5,Matches,00242715
1931,Ibrahima Niane,sn SEN,FW,Metz,fr Ligue 1,22,1999,17.6,0.11,0.06,0.00,0.80,1.36,0.63,0.40,0.17,0.06,0.00,0.00,0.00,2.84,3.69,4.49,45.1,Matches,46faabfa
1932,M'Baye Niang,sn SEN,FW,Bordeaux,fr Ligue 1,26,1994,8.6,0.35,0.00,0.00,2.67,2.21,0.93,0.35,0.12,0.00,0.00,0.00,0.00,2.09,3.26,4.19,43.8,Matches,2054d037
1933,Tanguy Nianzou,fr FRA,DF,Bayern Munich,de Bundesliga,19,2002,6.5,0.62,0.00,0.00,2.00,1.23,0.00,0.15,1.08,1.08,0.00,0.00,0.00,4.92,3.23,2.15,60.0,Matches,5853ac44
1934,Cheikh Niasse,sn SEN,FWMF,Lille,fr Ligue 1,21,2000,0.5,2.00,0.00,0.00,2.00,2.00,0.00,0.00,2.00,4.00,0.00,0.00,0.00,10.0,6.00,2.00,75.0,Matches,ff20acfe
1935,Florian Niederlechner,de GER,FW,Augsburg,de Bundesliga,30,1990,12.9,0.08,0.00,0.00,1.09,1.94,0.70,0.39,0.31,0.39,0.16,0.00,0.08,2.64,1.63,3.49,31.8,Matches,d6862409
1936,Håvard Nielsen,no NOR,MFFW,Greuther Fürth,de Bundesliga,28,1993,15.2,0.13,0.00,0.00,1.78,1.58,0.66,0.20,0.46,0.79,0.00,0.00,0.00,3.29,3.82,3.75,50.4,Matches,b18ef366
1937,Saúl Ñíguez,es ESP,DFMF,Chelsea,eng Premier League,26,1994,5.3,0.19,0.00,0.00,1.70,0.00,0.00,1.89,1.32,1.70,0.00,0.00,0.00,3.40,1.51,2.08,42.1,Matches,c14bc029
1938,Saúl Ñíguez,es ESP,FWMF,Atlético Madrid,es La Liga,26,1994,2.2,0.00,0.00,0.00,0.91,0.91,0.45,2.27,0.00,0.91,0.00,0.00,0.00,5.45,2.73,1.36,66.7,Matches,c14bc029
1939,Dimitris Nikolaou,gr GRE,DF,Spezia,it Serie A,22,1998,36.0,0.19,0.00,0.00,0.86,0.56,0.00,0.19,1.36,0.72,0.00,0.03,0.03,6.86,1.08,1.39,43.8,Matches,cf961d8d
1940,Joakim Nilsson,se SWE,DF,Arminia,de Bundesliga,27,1994,30.4,0.16,0.00,0.00,1.05,0.53,0.07,0.10,1.84,0.63,0.00,0.00,0.00,4.87,2.60,2.07,55.6,Matches,c562c5b4
1941,Casimir Ninga,td CHA,FW,Angers,fr Ligue 1,28,1993,4.5,0.44,0.00,0.00,2.44,2.89,0.67,0.67,0.22,0.22,0.00,0.00,0.00,4.44,0.44,3.33,11.8,Matches,91f2da4c
1942,Fernando Niño,es ESP,FW,Mallorca,es La Liga,20,2000,9.8,0.20,0.00,0.00,1.84,1.94,0.31,0.10,0.31,0.41,0.10,0.00,0.00,3.16,4.69,5.31,46.9,Matches,81d5c497
1943,Eddie Nketiah,eng ENG,FW,Arsenal,eng Premier League,22,1999,9.3,0.32,0.00,0.00,1.83,1.51,0.54,0.43,0.43,0.43,0.00,0.00,0.00,2.90,0.86,3.55,19.5,Matches,a53649b7
1944,Nicolas Nkoulou,cm CMR,DF,Watford,eng Premier League,31,1990,1.9,0.00,0.00,0.00,0.53,0.00,0.00,0.00,1.05,0.00,0.00,0.00,0.00,4.74,1.05,0.00,100.0,Matches,93cf32a8
1945,Christopher Nkunku,fr FRA,FWMF,RB Leipzig,de Bundesliga,23,1997,30.3,0.07,0.00,0.00,1.02,2.01,0.43,2.11,0.50,0.33,0.10,0.00,0.00,3.40,0.86,0.92,48.1,Matches,7c56da38
1946,Lukas Nmecha,de GER,FWMF,Wolfsburg,de Bundesliga,22,1998,18.1,0.28,0.00,0.00,1.71,1.60,0.33,1.16,0.22,0.28,0.06,0.00,0.00,2.60,1.82,1.77,50.8,Matches,0cc5f4a5
1947,Mark Noble,eng ENG,MF,West Ham,eng Premier League,34,1987,3.7,0.00,0.00,0.00,0.81,1.08,0.00,0.54,1.08,0.54,0.00,0.00,0.00,10.3,0.27,0.27,50.0,Matches,ff527768
1948,Peru Nolaskoain,es ESP,DF,Athletic Club,es La Liga,22,1998,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches,857cb4f3
1949,Nolito,es ESP,MF,Celta Vigo,es La Liga,34,1986,15.4,0.13,0.00,0.00,1.36,0.71,0.39,1.17,0.58,0.97,0.00,0.06,0.00,4.87,0.78,0.84,48.0,Matches,b2d0ec1b
1950,Arnaud Nordin,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,23,1998,20.8,0.19,0.00,0.00,0.96,2.31,0.19,3.99,0.29,0.53,0.05,0.05,0.00,4.04,0.77,1.73,30.8,Matches,7b9a9e25
1951,Håvard Nordtveit,no NOR,DF,Hoffenheim,de Bundesliga,31,1990,3.4,0.29,0.00,0.00,0.59,1.18,0.00,0.29,2.94,1.76,0.00,0.00,0.00,7.06,1.47,2.06,41.7,Matches,6cafd68d
1952,Mathias Normann,no NOR,MF,Norwich City,eng Premier League,25,1996,18.3,0.33,0.00,0.00,2.02,1.53,0.05,1.86,1.04,1.15,0.00,0.05,0.00,5.79,1.48,0.82,64.3,Matches,8996350d
1953,Connor Noß,ie IRL,MF,M'Gladbach,de Bundesliga,20,2001,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,3.33,0.0,Matches,ccc6d365
1954,Hugo Novoa,es ESP,MFFW,RB Leipzig,de Bundesliga,18,2003,1.5,0.00,0.00,0.00,0.67,2.67,0.67,1.33,0.67,2.67,0.00,0.00,0.00,3.33,1.33,2.00,40.0,Matches,5458f670
1955,Soma Novothny,hu HUN,FWMF,Bochum,de Bundesliga,27,1994,0.9,0.00,0.00,0.00,2.22,2.22,0.00,0.00,0.00,1.11,1.11,0.00,0.00,2.22,2.22,7.78,22.2,Matches,6fb91ea9
